stop_name,sr_number,category,complaint_description,created_date,age_days,age_years,age_band
North Lamar Transit Center,SR23001421,Missing Benches,No benches at North Lamar Transit Center bus stop,2023-04-28,1080,2.958904109589041,2–3 years
North Lamar Transit Center,SR23001372,Safety Concerns,Request safety improvements at North Lamar Transit Center stop,2023-05-05,1073,2.9397260273972603,2–3 years
North Lamar Transit Center,SR23001408,Missing Shelter,Transit stop North Lamar Transit Center needs shelter for rider protection,2023-05-15,1063,2.9123287671232876,2–3 years
North Lamar Transit Center,SR23001426,Missing Shelter,Bus stop at North Lamar Transit Center missing shelter - riders exposed to weather,2023-06-13,1034,2.8328767123287673,2–3 years
North Lamar Transit Center,SR23001379,Missing Shelter,No shelter at North Lamar Transit Center transit stop,2023-07-07,1010,2.767123287671233,2–3 years
North Lamar Transit Center,SR23001399,Missing Shelter,No shelter at North Lamar Transit Center transit stop,2023-07-22,995,2.7260273972602738,2–3 years
North Lamar Transit Center,SR23001387,Missing Shelter,Bus stop at North Lamar Transit Center missing shelter - riders exposed to weather,2023-07-23,994,2.723287671232877,2–3 years
North Lamar Transit Center,SR23001419,Safety Concerns,Feeling unsafe waiting at North Lamar Transit Center,2023-07-23,994,2.723287671232877,2–3 years
North Lamar Transit Center,SR23001403,Safety (Lighting),Transit stop North Lamar Transit Center needs better lighting,2023-07-30,987,2.704109589041096,2–3 years
North Lamar Transit Center,SR23001420,Weather Exposure,Bus stop North Lamar Transit Center exposed to extreme heat/sun,2023-08-02,984,2.695890410958904,2–3 years
North Lamar Transit Center,SR23001386,Missing Benches,Missing seating at North Lamar Transit Center transit stop,2023-08-05,981,2.6876712328767125,2–3 years
North Lamar Transit Center,SR23001397,Missing Shelter,No weather protection at North Lamar Transit Center transit stop,2023-09-27,928,2.5424657534246577,2–3 years
North Lamar Transit Center,SR23001406,Missing Benches,Request bench installation at North Lamar Transit Center,2023-10-05,920,2.5205479452054793,2–3 years
North Lamar Transit Center,SR23001424,Missing Shelter,No shelter at North Lamar Transit Center transit stop,2023-11-30,864,2.367123287671233,2–3 years
North Lamar Transit Center,SR23001367,Missing Benches,No benches at North Lamar Transit Center bus stop,2023-12-10,854,2.33972602739726,2–3 years
North Lamar Transit Center,SR23001363,Missing Shelter,Transit stop North Lamar Transit Center needs shelter for rider protection,2023-12-20,844,2.3123287671232875,2–3 years
North Lamar Transit Center,SR23001411,Missing Benches,Missing seating at North Lamar Transit Center transit stop,2024-01-11,822,2.252054794520548,2–3 years
North Lamar Transit Center,SR23001376,Missing Shelter,Request shelter installation at North Lamar Transit Center,2024-01-11,822,2.252054794520548,2–3 years
North Lamar Transit Center,SR23001368,Missing Shelter,Transit stop North Lamar Transit Center needs weather shelter,2024-01-12,821,2.249315068493151,2–3 years
North Lamar Transit Center,SR23001364,Missing Shelter,No shelter at North Lamar Transit Center transit stop,2024-01-20,813,2.2273972602739724,2–3 years
North Lamar Transit Center,SR23001402,Missing Benches,Missing seating at North Lamar Transit Center transit stop,2024-02-06,796,2.180821917808219,2–3 years
North Lamar Transit Center,SR23001405,Missing Shelter,No weather protection at North Lamar Transit Center transit stop,2024-06-11,670,1.8356164383561644,1–2 years
North Lamar Transit Center,SR23001365,Safety (Lighting),Transit stop North Lamar Transit Center needs better lighting,2024-08-03,617,1.6904109589041096,1–2 years
North Lamar Transit Center,SR23001389,Missing Benches,Missing seating at North Lamar Transit Center transit stop,2024-08-12,608,1.6657534246575345,1–2 years
North Lamar Transit Center,SR23001378,Missing Benches,No benches at North Lamar Transit Center bus stop,2024-08-27,593,1.6246575342465754,1–2 years
North Lamar Transit Center,SR23001360,Missing Benches,No benches at North Lamar Transit Center bus stop,2024-10-28,531,1.4547945205479451,1–2 years
North Lamar Transit Center,SR23001371,Missing Shelter,Bus stop at North Lamar Transit Center missing shelter - riders exposed to weather,2024-12-05,493,1.3506849315068492,1–2 years
North Lamar Transit Center,SR23001400,Missing Shelter,Transit stop North Lamar Transit Center needs weather shelter,2025-01-16,451,1.2356164383561643,1–2 years
North Lamar Transit Center,SR23001390,Missing Shelter,Request shelter installation at North Lamar Transit Center,2025-03-22,386,1.0575342465753426,1–2 years
North Lamar Transit Center,SR23001423,Missing Shelter,Transit stop North Lamar Transit Center needs shelter for rider protection,2025-04-13,364,0.9972602739726028,< 1 year
North Lamar Transit Center,SR23001395,Other,Riders have nowhere to sit at North Lamar Transit Center,2025-05-02,345,0.9452054794520548,< 1 year
North Lamar Transit Center,SR23001409,Missing Shelter,Request shelter installation at North Lamar Transit Center,2025-06-04,312,0.8547945205479452,< 1 year
North Lamar Transit Center,SR23001398,Missing Benches,No benches at North Lamar Transit Center bus stop,2025-06-07,309,0.8465753424657534,< 1 year
North Lamar Transit Center,SR23001415,Missing Benches,Missing seating at North Lamar Transit Center transit stop,2025-06-28,288,0.7890410958904109,< 1 year
North Lamar Transit Center,SR23001407,Weather Exposure,Riders getting wet at North Lamar Transit Center during rain,2025-07-07,279,0.7643835616438356,< 1 year
North Lamar Transit Center,SR23001382,Missing Benches,No benches at North Lamar Transit Center bus stop,2025-07-09,277,0.7589041095890411,< 1 year
North Lamar Transit Center,SR23001385,Missing Benches,No benches at North Lamar Transit Center bus stop,2025-07-21,265,0.726027397260274,< 1 year
North Lamar Transit Center,SR23001412,Safety Concerns,Feeling unsafe waiting at North Lamar Transit Center,2025-08-13,242,0.663013698630137,< 1 year
North Lamar Transit Center,SR23001396,Missing Benches,No benches at North Lamar Transit Center bus stop,2025-08-26,229,0.6273972602739726,< 1 year
North Lamar Transit Center,SR23001370,Other,Riders have nowhere to sit at North Lamar Transit Center,2025-09-14,210,0.5753424657534246,< 1 year
North Lamar Transit Center,SR23001377,Missing Shelter,Transit stop North Lamar Transit Center needs shelter for rider protection,2025-10-13,181,0.4958904109589041,< 1 year
North Lamar Transit Center,SR23001393,Missing Benches,No benches at North Lamar Transit Center bus stop,2025-10-18,176,0.4821917808219178,< 1 year
North Lamar Transit Center,SR23001417,Weather Exposure,Riders getting wet at North Lamar Transit Center during rain,2025-12-22,111,0.3041095890410959,< 1 year
North Lamar Transit Center,SR23001404,Missing Shelter,No weather protection at North Lamar Transit Center transit stop,2026-02-04,67,0.1835616438356164,< 1 year
North Lamar Transit Center,SR23001410,Missing Benches,Request bench installation at North Lamar Transit Center,2026-02-27,44,0.1205479452054794,< 1 year
North Lamar Transit Center,SR23001361,Missing Shelter,Bus stop at North Lamar Transit Center missing shelter - riders exposed to weather,2026-03-05,38,0.1041095890410958,< 1 year
Northcross Station (SB),SR23001124,Missing Benches,Missing seating at Northcross Station (SB) transit stop,2023-01-17,1181,3.2356164383561645,3+ years
Northcross Station (SB),SR23001141,Missing Shelter,No shelter at Northcross Station (SB) transit stop,2023-02-11,1156,3.1671232876712327,3+ years
Northcross Station (SB),SR23001081,Missing Shelter,No shelter at Northcross Station (SB) transit stop,2023-02-22,1145,3.136986301369863,3+ years
Northcross Station (SB),SR23001118,Missing Shelter,Bus stop at Northcross Station (SB) missing shelter - riders exposed to weather,2023-02-22,1145,3.136986301369863,3+ years
Northcross Station (SB),SR23001070,Missing Shelter,Bus stop at Northcross Station (SB) missing shelter - riders exposed to weather,2023-04-30,1078,2.9534246575342467,2–3 years
Northcross Station (SB),SR23001089,Missing Shelter,Bus stop at Northcross Station (SB) missing shelter - riders exposed to weather,2023-05-17,1061,2.9068493150684933,2–3 years
Northcross Station (SB),SR23001126,Missing Shelter,No weather protection at Northcross Station (SB) transit stop,2023-05-22,1056,2.893150684931507,2–3 years
Northcross Station (SB),SR23001096,Missing Benches,Request bench installation at Northcross Station (SB),2023-05-23,1055,2.8904109589041096,2–3 years
Northcross Station (SB),SR23001139,Missing Benches,Request bench installation at Northcross Station (SB),2023-05-28,1050,2.8767123287671232,2–3 years
Northcross Station (SB),SR23001076,Missing Shelter,No shelter at Northcross Station (SB) transit stop,2023-07-10,1007,2.758904109589041,2–3 years
Northcross Station (SB),SR23001075,Missing Shelter,Request shelter installation at Northcross Station (SB),2023-07-27,990,2.712328767123288,2–3 years
Northcross Station (SB),SR23001079,Missing Shelter,No weather protection at Northcross Station (SB) transit stop,2023-08-20,966,2.6465753424657534,2–3 years
Northcross Station (SB),SR23001138,Missing Shelter,Bus stop at Northcross Station (SB) missing shelter - riders exposed to weather,2023-08-26,960,2.6301369863013697,2–3 years
Northcross Station (SB),SR23001107,Missing Benches,Missing seating at Northcross Station (SB) transit stop,2023-09-06,949,2.6,2–3 years
Northcross Station (SB),SR23001122,Missing Benches,Missing seating at Northcross Station (SB) transit stop,2023-10-05,920,2.5205479452054793,2–3 years
Northcross Station (SB),SR23001115,Missing Shelter,Request shelter installation at Northcross Station (SB),2023-11-25,869,2.3808219178082193,2–3 years
Northcross Station (SB),SR23001100,Weather Exposure,Bus stop Northcross Station (SB) exposed to extreme heat/sun,2023-11-26,868,2.378082191780822,2–3 years
Northcross Station (SB),SR23001077,Missing Shelter,Transit stop Northcross Station (SB) needs shelter for rider protection,2023-12-09,855,2.3424657534246576,2–3 years
Northcross Station (SB),SR23001143,Missing Shelter,Bus stop at Northcross Station (SB) missing shelter - riders exposed to weather,2023-12-13,851,2.331506849315069,2–3 years
Northcross Station (SB),SR23001116,Missing Shelter,Transit stop Northcross Station (SB) needs shelter for rider protection,2023-12-14,850,2.328767123287671,2–3 years
Northcross Station (SB),SR23001131,Missing Benches,Missing seating at Northcross Station (SB) transit stop,2023-12-30,834,2.2849315068493152,2–3 years
Northcross Station (SB),SR23001097,Other,Riders have nowhere to sit at Northcross Station (SB),2023-12-31,833,2.282191780821918,2–3 years
Northcross Station (SB),SR23001144,Missing Shelter,No shelter at Northcross Station (SB) transit stop,2024-01-22,811,2.221917808219178,2–3 years
Northcross Station (SB),SR23001103,Safety (Lighting),Safety concerns at Northcross Station (SB) bus stop after dark,2024-02-02,800,2.191780821917808,2–3 years
Northcross Station (SB),SR23001093,Weather Exposure,Bus stop Northcross Station (SB) exposed to extreme heat/sun,2024-03-02,771,2.112328767123288,2–3 years
Northcross Station (SB),SR23001080,Weather Exposure,Riders getting wet at Northcross Station (SB) during rain,2024-03-16,757,2.073972602739726,2–3 years
Northcross Station (SB),SR23001112,Missing Shelter,Request shelter installation at Northcross Station (SB),2024-04-02,740,2.0273972602739727,2–3 years
Northcross Station (SB),SR23001090,Missing Shelter,Bus stop at Northcross Station (SB) missing shelter - riders exposed to weather,2024-05-23,689,1.887671232876712,1–2 years
Northcross Station (SB),SR23001086,Weather Exposure,Bus stop Northcross Station (SB) exposed to extreme heat/sun,2024-07-06,645,1.7671232876712328,1–2 years
Northcross Station (SB),SR23001067,Missing Shelter,Request shelter installation at Northcross Station (SB),2024-08-04,616,1.6876712328767125,1–2 years
Northcross Station (SB),SR23001082,Missing Benches,Missing seating at Northcross Station (SB) transit stop,2024-08-12,608,1.6657534246575345,1–2 years
Northcross Station (SB),SR23001140,Missing Shelter,Transit stop Northcross Station (SB) needs weather shelter,2024-09-02,587,1.6082191780821915,1–2 years
Northcross Station (SB),SR23001119,Weather Exposure,Riders getting wet at Northcross Station (SB) during rain,2024-09-12,577,1.5808219178082192,1–2 years
Northcross Station (SB),SR23001128,Missing Shelter,No weather protection at Northcross Station (SB) transit stop,2024-10-31,528,1.4465753424657537,1–2 years
Northcross Station (SB),SR23001111,Weather Exposure,Riders getting wet at Northcross Station (SB) during rain,2024-11-26,502,1.3753424657534246,1–2 years
Northcross Station (SB),SR23001136,Missing Shelter,Transit stop Northcross Station (SB) needs shelter for rider protection,2024-12-15,483,1.3232876712328767,1–2 years
Northcross Station (SB),SR23001135,Missing Benches,Missing seating at Northcross Station (SB) transit stop,2025-01-01,466,1.2767123287671234,1–2 years
Northcross Station (SB),SR23001094,Missing Shelter,Bus stop at Northcross Station (SB) missing shelter - riders exposed to weather,2025-01-06,461,1.263013698630137,1–2 years
Northcross Station (SB),SR23001108,Missing Shelter,No shelter at Northcross Station (SB) transit stop,2025-01-08,459,1.2575342465753423,1–2 years
Northcross Station (SB),SR23001084,Weather Exposure,Bus stop Northcross Station (SB) exposed to extreme heat/sun,2025-02-06,430,1.178082191780822,1–2 years
Northcross Station (SB),SR23001132,Other,Riders have nowhere to sit at Northcross Station (SB),2025-04-13,364,0.9972602739726028,< 1 year
Northcross Station (SB),SR23001129,Missing Benches,No benches at Northcross Station (SB) bus stop,2025-04-23,354,0.96986301369863,< 1 year
Northcross Station (SB),SR23001130,Missing Benches,No benches at Northcross Station (SB) bus stop,2025-04-28,349,0.9561643835616438,< 1 year
Northcross Station (SB),SR23001091,Safety (Lighting),Safety concerns at Northcross Station (SB) bus stop after dark,2025-04-28,349,0.9561643835616438,< 1 year
Northcross Station (SB),SR23001114,Other,Riders have nowhere to sit at Northcross Station (SB),2025-04-30,347,0.9506849315068492,< 1 year
Northcross Station (SB),SR23001105,Missing Shelter,No shelter at Northcross Station (SB) transit stop,2025-06-30,286,0.7835616438356164,< 1 year
Northcross Station (SB),SR23001099,Other,Riders have nowhere to sit at Northcross Station (SB),2025-07-18,268,0.7342465753424657,< 1 year
Northcross Station (SB),SR23001133,Missing Shelter,No shelter at Northcross Station (SB) transit stop,2025-07-21,265,0.726027397260274,< 1 year
Northcross Station (SB),SR23001071,Safety (Lighting),Transit stop Northcross Station (SB) needs better lighting,2025-07-27,259,0.7095890410958904,< 1 year
Northcross Station (SB),SR23001068,Weather Exposure,Bus stop Northcross Station (SB) exposed to extreme heat/sun,2025-08-03,252,0.6904109589041096,< 1 year
Northcross Station (SB),SR23001073,Weather Exposure,Bus stop Northcross Station (SB) exposed to extreme heat/sun,2025-08-11,244,0.6684931506849315,< 1 year
Northcross Station (SB),SR23001121,Safety (Lighting),Transit stop Northcross Station (SB) needs better lighting,2025-08-25,230,0.6301369863013698,< 1 year
Northcross Station (SB),SR23001117,Missing Shelter,Request shelter installation at Northcross Station (SB),2025-09-07,217,0.5945205479452055,< 1 year
Northcross Station (SB),SR23001078,Missing Shelter,Transit stop Northcross Station (SB) needs shelter for rider protection,2025-09-12,212,0.5808219178082191,< 1 year
Northcross Station (SB),SR23001101,Missing Shelter,No weather protection at Northcross Station (SB) transit stop,2025-09-29,195,0.5342465753424658,< 1 year
Northcross Station (SB),SR23001134,Missing Shelter,Transit stop Northcross Station (SB) needs weather shelter,2025-10-07,187,0.5123287671232877,< 1 year
Northcross Station (SB),SR23001106,Safety (Lighting),Safety concerns at Northcross Station (SB) bus stop after dark,2025-11-11,152,0.4164383561643835,< 1 year
Northcross Station (SB),SR23001095,Weather Exposure,Riders getting wet at Northcross Station (SB) during rain,2025-12-04,129,0.3534246575342465,< 1 year
Northcross Station (SB),SR23001109,Missing Shelter,Request shelter installation at Northcross Station (SB),2026-02-23,48,0.1315068493150684,< 1 year
Northcross Station (SB),SR23001083,Safety Concerns,Feeling unsafe waiting at Northcross Station (SB),2026-03-29,14,0.0383561643835616,< 1 year
Republic Square Station (NB),SR23001039,Other,Riders have nowhere to sit at Republic Square Station (NB),2023-01-29,1169,3.202739726027397,3+ years
Republic Square Station (NB),SR23000985,Safety Concerns,Request safety improvements at Republic Square Station (NB) stop,2023-02-21,1146,3.1397260273972605,3+ years
Republic Square Station (NB),SR23001055,Missing Shelter,Transit stop Republic Square Station (NB) needs weather shelter,2023-03-15,1124,3.0794520547945203,3+ years
Republic Square Station (NB),SR23000997,Missing Shelter,Bus stop at Republic Square Station (NB) missing shelter - riders exposed to weather,2023-04-09,1099,3.010958904109589,3+ years
Republic Square Station (NB),SR23001017,Missing Shelter,No weather protection at Republic Square Station (NB) transit stop,2023-04-29,1079,2.956164383561644,2–3 years
Republic Square Station (NB),SR23001034,Missing Benches,Request bench installation at Republic Square Station (NB),2023-05-18,1060,2.904109589041096,2–3 years
Republic Square Station (NB),SR23000995,Safety (Lighting),Transit stop Republic Square Station (NB) needs better lighting,2023-05-23,1055,2.8904109589041096,2–3 years
Republic Square Station (NB),SR23001000,Missing Shelter,No shelter at Republic Square Station (NB) transit stop,2023-08-09,977,2.6767123287671235,2–3 years
Republic Square Station (NB),SR23001053,Other,Riders have nowhere to sit at Republic Square Station (NB),2023-08-15,971,2.66027397260274,2–3 years
Republic Square Station (NB),SR23001009,Weather Exposure,Riders getting wet at Republic Square Station (NB) during rain,2023-08-18,968,2.652054794520548,2–3 years
Republic Square Station (NB),SR23001036,Safety Concerns,Feeling unsafe waiting at Republic Square Station (NB),2023-08-22,964,2.6410958904109587,2–3 years
Republic Square Station (NB),SR23000990,Missing Shelter,No weather protection at Republic Square Station (NB) transit stop,2023-11-19,875,2.3972602739726026,2–3 years
Republic Square Station (NB),SR23001061,Missing Shelter,Transit stop Republic Square Station (NB) needs weather shelter,2023-12-31,833,2.282191780821918,2–3 years
Republic Square Station (NB),SR23000986,Missing Shelter,Bus stop at Republic Square Station (NB) missing shelter - riders exposed to weather,2024-01-02,831,2.276712328767123,2–3 years
Republic Square Station (NB),SR23001019,Missing Benches,No benches at Republic Square Station (NB) bus stop,2024-01-07,826,2.263013698630137,2–3 years
Republic Square Station (NB),SR23000988,Missing Benches,Request bench installation at Republic Square Station (NB),2024-01-15,818,2.241095890410959,2–3 years
Republic Square Station (NB),SR23001063,Safety (Lighting),Transit stop Republic Square Station (NB) needs better lighting,2024-01-15,818,2.241095890410959,2–3 years
Republic Square Station (NB),SR23001056,Missing Benches,Request bench installation at Republic Square Station (NB),2024-01-30,803,2.2,2–3 years
Republic Square Station (NB),SR23001066,Missing Benches,Request bench installation at Republic Square Station (NB),2024-02-24,778,2.1315068493150684,2–3 years
Republic Square Station (NB),SR23001060,Missing Shelter,No shelter at Republic Square Station (NB) transit stop,2024-02-25,777,2.128767123287671,2–3 years
Republic Square Station (NB),SR23001001,Missing Shelter,Bus stop at Republic Square Station (NB) missing shelter - riders exposed to weather,2024-04-03,739,2.0246575342465754,2–3 years
Republic Square Station (NB),SR23000999,Missing Shelter,Request shelter installation at Republic Square Station (NB),2024-04-09,733,2.0082191780821916,2–3 years
Republic Square Station (NB),SR23001012,Weather Exposure,Riders getting wet at Republic Square Station (NB) during rain,2024-05-08,704,1.9287671232876713,1–2 years
Republic Square Station (NB),SR23001064,Weather Exposure,Bus stop Republic Square Station (NB) exposed to extreme heat/sun,2024-05-13,699,1.915068493150685,1–2 years
Republic Square Station (NB),SR23001062,Missing Shelter,No shelter at Republic Square Station (NB) transit stop,2024-06-11,670,1.8356164383561644,1–2 years
Republic Square Station (NB),SR23000987,Missing Shelter,Bus stop at Republic Square Station (NB) missing shelter - riders exposed to weather,2024-06-16,665,1.821917808219178,1–2 years
Republic Square Station (NB),SR23001014,Missing Shelter,Request shelter installation at Republic Square Station (NB),2024-07-25,626,1.715068493150685,1–2 years
Republic Square Station (NB),SR23001042,Safety (Lighting),Transit stop Republic Square Station (NB) needs better lighting,2024-08-09,611,1.673972602739726,1–2 years
Republic Square Station (NB),SR23001004,Other,Riders have nowhere to sit at Republic Square Station (NB),2024-08-16,604,1.6547945205479453,1–2 years
Republic Square Station (NB),SR23001020,Missing Shelter,No shelter at Republic Square Station (NB) transit stop,2024-08-23,597,1.6356164383561644,1–2 years
Republic Square Station (NB),SR23001025,Missing Shelter,No shelter at Republic Square Station (NB) transit stop,2024-09-19,570,1.5616438356164384,1–2 years
Republic Square Station (NB),SR23001031,Missing Shelter,Transit stop Republic Square Station (NB) needs shelter for rider protection,2024-09-25,564,1.5452054794520549,1–2 years
Republic Square Station (NB),SR23001023,Missing Shelter,No weather protection at Republic Square Station (NB) transit stop,2024-09-26,563,1.5424657534246575,1–2 years
Republic Square Station (NB),SR23001033,Missing Shelter,No shelter at Republic Square Station (NB) transit stop,2024-10-05,554,1.5178082191780822,1–2 years
Republic Square Station (NB),SR23001030,Missing Benches,No benches at Republic Square Station (NB) bus stop,2024-10-13,546,1.4958904109589042,1–2 years
Republic Square Station (NB),SR23001048,Missing Benches,Request bench installation at Republic Square Station (NB),2024-10-23,536,1.4684931506849317,1–2 years
Republic Square Station (NB),SR23001026,Missing Shelter,Request shelter installation at Republic Square Station (NB),2024-11-19,509,1.3945205479452054,1–2 years
Republic Square Station (NB),SR23001065,Missing Benches,No benches at Republic Square Station (NB) bus stop,2025-01-08,459,1.2575342465753423,1–2 years
Republic Square Station (NB),SR23001038,Safety Concerns,Request safety improvements at Republic Square Station (NB) stop,2025-01-08,459,1.2575342465753423,1–2 years
Republic Square Station (NB),SR23001024,Missing Benches,No benches at Republic Square Station (NB) bus stop,2025-01-19,448,1.227397260273973,1–2 years
Republic Square Station (NB),SR23001049,Missing Shelter,Transit stop Republic Square Station (NB) needs shelter for rider protection,2025-01-20,447,1.2246575342465753,1–2 years
Republic Square Station (NB),SR23001029,Missing Benches,Request bench installation at Republic Square Station (NB),2025-02-23,413,1.1315068493150684,1–2 years
Republic Square Station (NB),SR23001050,Missing Benches,No benches at Republic Square Station (NB) bus stop,2025-04-04,373,1.021917808219178,1–2 years
Republic Square Station (NB),SR23001045,Missing Shelter,No weather protection at Republic Square Station (NB) transit stop,2025-04-20,357,0.978082191780822,< 1 year
Republic Square Station (NB),SR23000996,Missing Shelter,Transit stop Republic Square Station (NB) needs shelter for rider protection,2025-04-21,356,0.9753424657534246,< 1 year
Republic Square Station (NB),SR23001052,Missing Shelter,No weather protection at Republic Square Station (NB) transit stop,2025-05-13,334,0.915068493150685,< 1 year
Republic Square Station (NB),SR23001028,Missing Shelter,Bus stop at Republic Square Station (NB) missing shelter - riders exposed to weather,2025-07-07,279,0.7643835616438356,< 1 year
Republic Square Station (NB),SR23001047,Other,Riders have nowhere to sit at Republic Square Station (NB),2025-07-21,265,0.726027397260274,< 1 year
Republic Square Station (NB),SR23001015,Missing Shelter,No weather protection at Republic Square Station (NB) transit stop,2025-07-24,262,0.7178082191780822,< 1 year
Republic Square Station (NB),SR23001043,Missing Shelter,Bus stop at Republic Square Station (NB) missing shelter - riders exposed to weather,2025-07-26,260,0.7123287671232876,< 1 year
Republic Square Station (NB),SR23001037,Other,Riders have nowhere to sit at Republic Square Station (NB),2025-09-05,219,0.6,< 1 year
Republic Square Station (NB),SR23001018,Weather Exposure,Bus stop Republic Square Station (NB) exposed to extreme heat/sun,2025-09-12,212,0.5808219178082191,< 1 year
Republic Square Station (NB),SR23000991,Missing Shelter,Transit stop Republic Square Station (NB) needs shelter for rider protection,2025-10-10,184,0.5041095890410959,< 1 year
Republic Square Station (NB),SR23001005,Missing Benches,No benches at Republic Square Station (NB) bus stop,2025-10-30,164,0.4493150684931506,< 1 year
Republic Square Station (NB),SR23001054,Other,Riders have nowhere to sit at Republic Square Station (NB),2025-11-24,139,0.3808219178082191,< 1 year
Republic Square Station (NB),SR23000994,Missing Shelter,No shelter at Republic Square Station (NB) transit stop,2025-12-26,107,0.2931506849315068,< 1 year
Republic Square Station (NB),SR23001057,Missing Shelter,Request shelter installation at Republic Square Station (NB),2026-01-13,89,0.2438356164383561,< 1 year
Republic Square Station (NB),SR23001003,Missing Shelter,Request shelter installation at Republic Square Station (NB),2026-02-05,66,0.1808219178082191,< 1 year
Republic Square Station (NB),SR23001051,Missing Benches,Missing seating at Republic Square Station (NB) transit stop,2026-02-14,57,0.1561643835616438,< 1 year
Republic Square Station (NB),SR23000992,Weather Exposure,Riders getting wet at Republic Square Station (NB) during rain,2026-02-26,45,0.1232876712328767,< 1 year
Republic Square Station (NB),SR23001059,Missing Shelter,No shelter at Republic Square Station (NB) transit stop,2026-03-14,29,0.0794520547945205,< 1 year
Republic Square Station (NB),SR23001046,Other,Riders have nowhere to sit at Republic Square Station (NB),2026-03-24,19,0.0520547945205479,< 1 year
Republic Square Station (NB),SR23001011,Missing Shelter,Transit stop Republic Square Station (NB) needs shelter for rider protection,2026-03-26,17,0.0465753424657534,< 1 year
Republic Square Station (NB),SR23001032,Missing Shelter,Request shelter installation at Republic Square Station (NB),2026-04-09,3,0.0082191780821917,< 1 year
UT Dean Keeton Station (NB),SR23000610,Missing Benches,Request bench installation at UT Dean Keeton Station (NB),2023-01-19,1179,3.23013698630137,3+ years
UT Dean Keeton Station (NB),SR23000552,Other,Riders have nowhere to sit at UT Dean Keeton Station (NB),2023-01-22,1176,3.221917808219178,3+ years
UT Dean Keeton Station (NB),SR23000618,Missing Shelter,No shelter at UT Dean Keeton Station (NB) transit stop,2023-02-16,1151,3.1534246575342464,3+ years
UT Dean Keeton Station (NB),SR23000533,Safety Concerns,Request safety improvements at UT Dean Keeton Station (NB) stop,2023-03-22,1117,3.0602739726027397,3+ years
UT Dean Keeton Station (NB),SR23000569,Missing Shelter,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,2023-04-17,1091,2.989041095890411,2–3 years
UT Dean Keeton Station (NB),SR23000580,Missing Benches,Missing seating at UT Dean Keeton Station (NB) transit stop,2023-04-18,1090,2.9863013698630136,2–3 years
UT Dean Keeton Station (NB),SR23000611,Missing Shelter,Request shelter installation at UT Dean Keeton Station (NB),2023-06-20,1027,2.813698630136986,2–3 years
UT Dean Keeton Station (NB),SR23000613,Safety (Lighting),Safety concerns at UT Dean Keeton Station (NB) bus stop after dark,2023-06-27,1020,2.7945205479452055,2–3 years
UT Dean Keeton Station (NB),SR23000585,Missing Shelter,No shelter at UT Dean Keeton Station (NB) transit stop,2023-07-02,1015,2.780821917808219,2–3 years
UT Dean Keeton Station (NB),SR23000602,Missing Shelter,No weather protection at UT Dean Keeton Station (NB) transit stop,2023-08-09,977,2.6767123287671235,2–3 years
UT Dean Keeton Station (NB),SR23000607,Missing Shelter,Transit stop UT Dean Keeton Station (NB) needs weather shelter,2023-09-12,943,2.5835616438356164,2–3 years
UT Dean Keeton Station (NB),SR23000581,Missing Shelter,No shelter at UT Dean Keeton Station (NB) transit stop,2023-09-30,925,2.5342465753424657,2–3 years
UT Dean Keeton Station (NB),SR23000563,Weather Exposure,Riders getting wet at UT Dean Keeton Station (NB) during rain,2023-09-30,925,2.5342465753424657,2–3 years
UT Dean Keeton Station (NB),SR23000599,Missing Benches,No benches at UT Dean Keeton Station (NB) bus stop,2023-10-01,924,2.5315068493150683,2–3 years
UT Dean Keeton Station (NB),SR23000572,Missing Benches,Request bench installation at UT Dean Keeton Station (NB),2023-10-22,903,2.473972602739726,2–3 years
UT Dean Keeton Station (NB),SR23000561,Missing Benches,No benches at UT Dean Keeton Station (NB) bus stop,2023-11-24,870,2.3835616438356166,2–3 years
UT Dean Keeton Station (NB),SR23000596,Missing Benches,Request bench installation at UT Dean Keeton Station (NB),2023-12-02,862,2.361643835616438,2–3 years
UT Dean Keeton Station (NB),SR23000543,Missing Shelter,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,2023-12-13,851,2.331506849315069,2–3 years
UT Dean Keeton Station (NB),SR23000527,Missing Shelter,Request shelter installation at UT Dean Keeton Station (NB),2024-02-22,780,2.136986301369863,2–3 years
UT Dean Keeton Station (NB),SR23000529,Missing Shelter,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,2024-02-22,780,2.136986301369863,2–3 years
UT Dean Keeton Station (NB),SR23000614,Missing Shelter,Request shelter installation at UT Dean Keeton Station (NB),2024-03-19,754,2.0657534246575344,2–3 years
UT Dean Keeton Station (NB),SR23000593,Missing Shelter,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,2024-03-29,744,2.0383561643835617,2–3 years
UT Dean Keeton Station (NB),SR23000604,Missing Benches,No benches at UT Dean Keeton Station (NB) bus stop,2024-04-11,731,2.002739726027398,2–3 years
UT Dean Keeton Station (NB),SR23000621,Safety (Lighting),Transit stop UT Dean Keeton Station (NB) needs better lighting,2024-04-11,731,2.002739726027398,2–3 years
UT Dean Keeton Station (NB),SR23000577,Missing Shelter,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,2024-04-26,716,1.9616438356164383,1–2 years
