Service Request (SR) Number,SR Description,Owning Department,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile
SR23000078,Request shelter installation at 1609 Lavaca/17th (Midblock),Transportation,Phone,Open,01/30/2026 12:00:00 AM,01/30/2026 12:00:00 AM,01/30/2026 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000079,Transit stop 1609 Lavaca/17th (Midblock) needs weather shelter,Transportation,Phone,Open,12/18/2025 12:00:00 AM,12/18/2025 12:00:00 AM,12/18/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000080,Request shelter installation at 1609 Lavaca/17th (Midblock),Transportation,Phone,Open,10/04/2023 12:00:00 AM,10/04/2023 12:00:00 AM,10/04/2023 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000081,Riders have nowhere to sit at 1609 Lavaca/17th (Midblock),Transportation,Phone,Open,11/18/2024 12:00:00 AM,11/18/2024 12:00:00 AM,11/18/2024 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000082,Bus stop at 1609 Lavaca/17th (Midblock) missing shelter - riders exposed to weather,Transportation,Phone,Open,06/05/2025 12:00:00 AM,06/05/2025 12:00:00 AM,06/05/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000083,No shelter at 1609 Lavaca/17th (Midblock) transit stop,Transportation,Phone,Open,11/21/2025 12:00:00 AM,11/21/2025 12:00:00 AM,11/21/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000084,Bus stop at 1609 Lavaca/17th (Midblock) missing shelter - riders exposed to weather,Transportation,Phone,Open,01/03/2025 12:00:00 AM,01/03/2025 12:00:00 AM,01/03/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000085,Transit stop 1609 Lavaca/17th (Midblock) needs shelter for rider protection,Transportation,Phone,Open,01/13/2023 12:00:00 AM,01/13/2023 12:00:00 AM,01/13/2023 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000086,Riders have nowhere to sit at 1609 Lavaca/17th (Midblock),Transportation,Phone,Open,02/03/2025 12:00:00 AM,02/03/2025 12:00:00 AM,02/03/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000087,Request shelter installation at 1609 Lavaca/17th (Midblock),Transportation,Phone,Closed,10/12/2024 12:00:00 AM,10/12/2024 12:00:00 AM,10/12/2024 12:00:00 AM,10/12/2024 12:00:00 AM,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000088,Safety concerns at 1609 Lavaca/17th (Midblock) bus stop after dark,Transportation,Phone,Open,04/18/2025 12:00:00 AM,04/18/2025 12:00:00 AM,04/18/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000089,No weather protection at 1609 Lavaca/17th (Midblock) transit stop,Transportation,Phone,Open,07/15/2024 12:00:00 AM,07/15/2024 12:00:00 AM,07/15/2024 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000090,Transit stop 1609 Lavaca/17th (Midblock) needs shelter for rider protection,Transportation,Phone,Closed,10/22/2025 12:00:00 AM,10/22/2025 12:00:00 AM,10/22/2025 12:00:00 AM,10/22/2025 12:00:00 AM,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000091,No shelter at 1609 Lavaca/17th (Midblock) transit stop,Transportation,Phone,Open,11/02/2023 12:00:00 AM,11/02/2023 12:00:00 AM,11/02/2023 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000092,Request safety improvements at 1609 Lavaca/17th (Midblock) stop,Transportation,Phone,Open,10/02/2023 12:00:00 AM,10/02/2023 12:00:00 AM,10/02/2023 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000093,Request bench installation at 1609 Lavaca/17th (Midblock),Transportation,Phone,Open,01/08/2025 12:00:00 AM,01/08/2025 12:00:00 AM,01/08/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000094,Bus stop at 1609 Lavaca/17th (Midblock) missing shelter - riders exposed to weather,Transportation,Phone,Open,10/28/2025 12:00:00 AM,10/28/2025 12:00:00 AM,10/28/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000095,Transit stop 1609 Lavaca/17th (Midblock) needs weather shelter,Transportation,Phone,Closed,01/07/2026 12:00:00 AM,01/07/2026 12:00:00 AM,01/07/2026 12:00:00 AM,01/07/2026 12:00:00 AM,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000096,No benches at 1609 Lavaca/17th (Midblock) bus stop,Transportation,Phone,Open,11/15/2024 12:00:00 AM,11/15/2024 12:00:00 AM,11/15/2024 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000097,Bus stop 1609 Lavaca/17th (Midblock) exposed to extreme heat/sun,Transportation,Phone,Open,05/11/2024 12:00:00 AM,05/11/2024 12:00:00 AM,05/11/2024 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000098,Transit stop 1609 Lavaca/17th (Midblock) needs shelter for rider protection,Transportation,Phone,Open,05/30/2023 12:00:00 AM,05/30/2023 12:00:00 AM,05/30/2023 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000099,Transit stop 1609 Lavaca/17th (Midblock) needs shelter for rider protection,Transportation,Phone,Open,10/10/2025 12:00:00 AM,10/10/2025 12:00:00 AM,10/10/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000100,Request shelter installation at 1609 Lavaca/17th (Midblock),Transportation,Phone,Open,11/13/2025 12:00:00 AM,11/13/2025 12:00:00 AM,11/13/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000101,Riders have nowhere to sit at 1609 Lavaca/17th (Midblock),Transportation,Phone,Open,12/20/2024 12:00:00 AM,12/20/2024 12:00:00 AM,12/20/2024 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000102,Bus stop at 1609 Lavaca/17th (Midblock) missing shelter - riders exposed to weather,Transportation,Phone,Open,11/06/2023 12:00:00 AM,11/06/2023 12:00:00 AM,11/06/2023 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000103,Transit stop 1609 Lavaca/17th (Midblock) needs better lighting,Transportation,Phone,Open,03/22/2024 12:00:00 AM,03/22/2024 12:00:00 AM,03/22/2024 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000104,Transit stop 1609 Lavaca/17th (Midblock) needs better lighting,Transportation,Phone,Open,06/19/2025 12:00:00 AM,06/19/2025 12:00:00 AM,06/19/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000105,No weather protection at 1609 Lavaca/17th (Midblock) transit stop,Transportation,Phone,Open,12/15/2024 12:00:00 AM,12/15/2024 12:00:00 AM,12/15/2024 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000106,Riders have nowhere to sit at 1609 Lavaca/17th (Midblock),Transportation,Phone,Closed,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000107,Transit stop 1609 Lavaca/17th (Midblock) needs shelter for rider protection,Transportation,Phone,Closed,01/14/2026 12:00:00 AM,01/14/2026 12:00:00 AM,01/14/2026 12:00:00 AM,01/14/2026 12:00:00 AM,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000108,No shelter at 1609 Lavaca/17th (Midblock) transit stop,Transportation,Phone,Open,08/15/2024 12:00:00 AM,08/15/2024 12:00:00 AM,08/15/2024 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000109,Request safety improvements at 1609 Lavaca/17th (Midblock) stop,Transportation,Phone,Closed,09/25/2025 12:00:00 AM,09/25/2025 12:00:00 AM,09/25/2025 12:00:00 AM,09/25/2025 12:00:00 AM,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000110,No weather protection at 1609 Lavaca/17th (Midblock) transit stop,Transportation,Phone,Open,03/27/2025 12:00:00 AM,03/27/2025 12:00:00 AM,03/27/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000111,Request shelter installation at 1609 Lavaca/17th (Midblock),Transportation,Phone,Open,01/17/2023 12:00:00 AM,01/17/2023 12:00:00 AM,01/17/2023 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000112,Transit stop 1609 Lavaca/17th (Midblock) needs shelter for rider protection,Transportation,Phone,Open,02/05/2025 12:00:00 AM,02/05/2025 12:00:00 AM,02/05/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000113,Request bench installation at 1609 Lavaca/17th (Midblock),Transportation,Phone,Open,01/16/2025 12:00:00 AM,01/16/2025 12:00:00 AM,01/16/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000114,Riders getting wet at 1609 Lavaca/17th (Midblock) during rain,Transportation,Phone,Open,04/14/2025 12:00:00 AM,04/14/2025 12:00:00 AM,04/14/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000115,Bus stop at 1609 Lavaca/17th (Midblock) missing shelter - riders exposed to weather,Transportation,Phone,Open,01/09/2024 12:00:00 AM,01/09/2024 12:00:00 AM,01/09/2024 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000116,Bus stop at 1609 Lavaca/17th (Midblock) missing shelter - riders exposed to weather,Transportation,Phone,Open,06/17/2025 12:00:00 AM,06/17/2025 12:00:00 AM,06/17/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000117,Missing seating at 1609 Lavaca/17th (Midblock) transit stop,Transportation,Phone,Open,01/05/2025 12:00:00 AM,01/05/2025 12:00:00 AM,01/05/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000118,Riders have nowhere to sit at 1609 Lavaca/17th (Midblock),Transportation,Phone,Open,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000119,Request safety improvements at 1609 Lavaca/17th (Midblock) stop,Transportation,Phone,Closed,07/19/2024 12:00:00 AM,07/19/2024 12:00:00 AM,07/19/2024 12:00:00 AM,07/19/2024 12:00:00 AM,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000120,Request safety improvements at 1609 Lavaca/17th (Midblock) stop,Transportation,Phone,Open,03/30/2024 12:00:00 AM,03/30/2024 12:00:00 AM,03/30/2024 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000121,Request bench installation at 1609 Lavaca/17th (Midblock),Transportation,Phone,Open,10/23/2023 12:00:00 AM,10/23/2023 12:00:00 AM,10/23/2023 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000122,Request bench installation at 1609 Lavaca/17th (Midblock),Transportation,Phone,Closed,02/24/2025 12:00:00 AM,02/24/2025 12:00:00 AM,02/24/2025 12:00:00 AM,02/24/2025 12:00:00 AM,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000123,Bus stop at 1609 Lavaca/17th (Midblock) missing shelter - riders exposed to weather,Transportation,Phone,Open,01/14/2025 12:00:00 AM,01/14/2025 12:00:00 AM,01/14/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000124,Bus stop at 1609 Lavaca/17th (Midblock) missing shelter - riders exposed to weather,Transportation,Phone,Open,01/14/2025 12:00:00 AM,01/14/2025 12:00:00 AM,01/14/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000125,Request shelter installation at 1609 Lavaca/17th (Midblock),Transportation,Phone,Closed,01/16/2024 12:00:00 AM,01/16/2024 12:00:00 AM,01/16/2024 12:00:00 AM,01/16/2024 12:00:00 AM,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000126,Bus stop 1609 Lavaca/17th (Midblock) exposed to extreme heat/sun,Transportation,Phone,Open,10/17/2025 12:00:00 AM,10/17/2025 12:00:00 AM,10/17/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000127,Request safety improvements at 1609 Lavaca/17th (Midblock) stop,Transportation,Phone,Open,06/19/2025 12:00:00 AM,06/19/2025 12:00:00 AM,06/19/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000128,Riders getting wet at 1609 Lavaca/17th (Midblock) during rain,Transportation,Phone,Open,11/14/2025 12:00:00 AM,11/14/2025 12:00:00 AM,11/14/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000129,Bus stop 1609 Lavaca/17th (Midblock) exposed to extreme heat/sun,Transportation,Phone,Open,07/29/2023 12:00:00 AM,07/29/2023 12:00:00 AM,07/29/2023 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000130,Request shelter installation at 1609 Lavaca/17th (Midblock),Transportation,Phone,Open,05/13/2025 12:00:00 AM,05/13/2025 12:00:00 AM,05/13/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000131,Request bench installation at 1609 Lavaca/17th (Midblock),Transportation,Phone,Open,05/10/2024 12:00:00 AM,05/10/2024 12:00:00 AM,05/10/2024 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000132,Request shelter installation at 1609 Lavaca/17th (Midblock),Transportation,Phone,Open,10/14/2024 12:00:00 AM,10/14/2024 12:00:00 AM,10/14/2024 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000133,Request shelter installation at 1609 Lavaca/17th (Midblock),Transportation,Phone,Open,01/18/2025 12:00:00 AM,01/18/2025 12:00:00 AM,01/18/2025 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000134,Request bench installation at 1609 Lavaca/17th (Midblock),Transportation,Phone,Open,01/01/2026 12:00:00 AM,01/01/2026 12:00:00 AM,01/01/2026 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000135,Transit stop 1609 Lavaca/17th (Midblock) needs shelter for rider protection,Transportation,Phone,Open,09/16/2024 12:00:00 AM,09/16/2024 12:00:00 AM,09/16/2024 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000136,Feeling unsafe waiting at 1609 Lavaca/17th (Midblock),Transportation,Phone,Closed,10/03/2025 12:00:00 AM,10/03/2025 12:00:00 AM,10/03/2025 12:00:00 AM,10/03/2025 12:00:00 AM,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000137,Request shelter installation at 1609 Lavaca/17th (Midblock),Transportation,Phone,Open,06/09/2024 12:00:00 AM,06/09/2024 12:00:00 AM,06/09/2024 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000138,Transit stop 1609 Lavaca/17th (Midblock) needs shelter for rider protection,Transportation,Phone,Closed,03/10/2025 12:00:00 AM,03/10/2025 12:00:00 AM,03/10/2025 12:00:00 AM,03/10/2025 12:00:00 AM,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000139,Bus stop at 1609 Lavaca/17th (Midblock) missing shelter - riders exposed to weather,Transportation,Phone,Open,03/03/2024 12:00:00 AM,03/03/2024 12:00:00 AM,03/03/2024 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000140,Bus stop at 1609 Lavaca/17th (Midblock) missing shelter - riders exposed to weather,Transportation,Phone,Open,01/14/2023 12:00:00 AM,01/14/2023 12:00:00 AM,01/14/2023 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000141,No shelter at 1609 Lavaca/17th (Midblock) transit stop,Transportation,Phone,Open,09/26/2024 12:00:00 AM,09/26/2024 12:00:00 AM,09/26/2024 12:00:00 AM,,"1609 Lavaca & 17th (Midblock), AUSTIN, TX",,1609 Lavaca & 17th (Midblock),AUSTIN,78701,TRAVIS,,,,,,,,
SR23000142,Missing seating at Guadalupe/16th Street transit stop,Transportation,Phone,Closed,11/20/2025 12:00:00 AM,11/20/2025 12:00:00 AM,11/20/2025 12:00:00 AM,11/20/2025 12:00:00 AM,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000143,Request shelter installation at Guadalupe/16th Street,Transportation,Phone,Closed,09/15/2023 12:00:00 AM,09/15/2023 12:00:00 AM,09/15/2023 12:00:00 AM,09/15/2023 12:00:00 AM,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000144,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Transportation,Phone,Open,07/14/2023 12:00:00 AM,07/14/2023 12:00:00 AM,07/14/2023 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000145,Request shelter installation at Guadalupe/16th Street,Transportation,Phone,Open,04/04/2024 12:00:00 AM,04/04/2024 12:00:00 AM,04/04/2024 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000146,Transit stop Guadalupe/16th Street needs weather shelter,Transportation,Phone,Open,07/05/2025 12:00:00 AM,07/05/2025 12:00:00 AM,07/05/2025 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000147,Request bench installation at Guadalupe/16th Street,Transportation,Phone,Open,01/17/2024 12:00:00 AM,01/17/2024 12:00:00 AM,01/17/2024 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000148,No shelter at Guadalupe/16th Street transit stop,Transportation,Phone,Open,07/15/2025 12:00:00 AM,07/15/2025 12:00:00 AM,07/15/2025 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000149,Riders have nowhere to sit at Guadalupe/16th Street,Transportation,Phone,Open,11/04/2023 12:00:00 AM,11/04/2023 12:00:00 AM,11/04/2023 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000150,Transit stop Guadalupe/16th Street needs shelter for rider protection,Transportation,Phone,Open,01/09/2026 12:00:00 AM,01/09/2026 12:00:00 AM,01/09/2026 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000151,No shelter at Guadalupe/16th Street transit stop,Transportation,Phone,Open,02/11/2026 12:00:00 AM,02/11/2026 12:00:00 AM,02/11/2026 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000152,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Transportation,Phone,Open,11/12/2023 12:00:00 AM,11/12/2023 12:00:00 AM,11/12/2023 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000153,Missing seating at Guadalupe/16th Street transit stop,Transportation,Phone,Closed,06/21/2025 12:00:00 AM,06/21/2025 12:00:00 AM,06/21/2025 12:00:00 AM,06/21/2025 12:00:00 AM,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000154,Request shelter installation at Guadalupe/16th Street,Transportation,Phone,Open,02/19/2025 12:00:00 AM,02/19/2025 12:00:00 AM,02/19/2025 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000155,Transit stop Guadalupe/16th Street needs shelter for rider protection,Transportation,Phone,Open,08/09/2023 12:00:00 AM,08/09/2023 12:00:00 AM,08/09/2023 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000156,Bus stop Guadalupe/16th Street exposed to extreme heat/sun,Transportation,Phone,Closed,04/24/2025 12:00:00 AM,04/24/2025 12:00:00 AM,04/24/2025 12:00:00 AM,04/24/2025 12:00:00 AM,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000157,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Transportation,Phone,Open,05/12/2024 12:00:00 AM,05/12/2024 12:00:00 AM,05/12/2024 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000158,Request shelter installation at Guadalupe/16th Street,Transportation,Phone,Open,06/02/2024 12:00:00 AM,06/02/2024 12:00:00 AM,06/02/2024 12:00:00 AM,,"Guadalupe & 16th Street, AUSTIN, TX",,Guadalupe & 16th Street,AUSTIN,78701,TRAVIS,,,,,,,,
