Rank,Stop Name,Total Calls,SR Number,Complaint Description,Category,Responsible Party,Year,Status,Created Date
2,Guadalupe/16th Street,138,SR23000149,Riders have nowhere to sit at Guadalupe/16th Street,Sidewalk/ADA,City of Austin,2023,Open,11/04/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000150,Transit stop Guadalupe/16th Street needs shelter for rider protection,Missing Shelter,CapMetro,2026,Open,01/09/2026 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000151,No shelter at Guadalupe/16th Street transit stop,Missing Shelter,CapMetro,2026,Open,02/11/2026 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000152,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,11/12/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000153,Missing seating at Guadalupe/16th Street transit stop,Missing Benches,CapMetro,2025,Closed,06/21/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000154,Request shelter installation at Guadalupe/16th Street,Missing Shelter,CapMetro,2025,Open,02/19/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000155,Transit stop Guadalupe/16th Street needs shelter for rider protection,Missing Shelter,CapMetro,2023,Open,08/09/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000156,Bus stop Guadalupe/16th Street exposed to extreme heat/sun,Weather Exposure,CapMetro,2025,Closed,04/24/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000157,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Open,05/12/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000158,Request shelter installation at Guadalupe/16th Street,Missing Shelter,CapMetro,2024,Open,06/02/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000159,Request shelter installation at Guadalupe/16th Street,Missing Shelter,CapMetro,2023,Closed,01/25/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000160,Missing seating at Guadalupe/16th Street transit stop,Missing Benches,CapMetro,2026,Open,03/25/2026 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000161,Riders have nowhere to sit at Guadalupe/16th Street,Sidewalk/ADA,City of Austin,2023,Open,02/10/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000162,Transit stop Guadalupe/16th Street needs shelter for rider protection,Missing Shelter,CapMetro,2023,Open,03/09/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000163,Transit stop Guadalupe/16th Street needs weather shelter,Missing Shelter,CapMetro,2023,Open,06/22/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000164,Transit stop Guadalupe/16th Street needs better lighting,Safety (Lighting),City of Austin,2025,Open,09/17/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000165,Riders have nowhere to sit at Guadalupe/16th Street,Sidewalk/ADA,City of Austin,2024,Open,01/01/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000166,No weather protection at Guadalupe/16th Street transit stop,Missing Shelter,CapMetro,2023,Open,12/13/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000167,Request safety improvements at Guadalupe/16th Street stop,Safety Concerns,City of Austin / CapMetro,2024,Open,07/07/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000168,No benches at Guadalupe/16th Street bus stop,Missing Benches,CapMetro,2024,Open,07/03/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000169,Request safety improvements at Guadalupe/16th Street stop,Safety Concerns,City of Austin / CapMetro,2024,Open,04/26/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000170,Riders have nowhere to sit at Guadalupe/16th Street,Sidewalk/ADA,City of Austin,2023,Open,11/26/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000171,Transit stop Guadalupe/16th Street needs weather shelter,Missing Shelter,CapMetro,2023,Open,04/20/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000172,Riders have nowhere to sit at Guadalupe/16th Street,Sidewalk/ADA,City of Austin,2024,Open,02/19/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000173,Bus stop Guadalupe/16th Street exposed to extreme heat/sun,Weather Exposure,CapMetro,2023,Open,08/28/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000174,Transit stop Guadalupe/16th Street needs shelter for rider protection,Missing Shelter,CapMetro,2025,Open,04/07/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000175,Missing seating at Guadalupe/16th Street transit stop,Missing Benches,CapMetro,2023,Open,01/18/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000176,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,07/24/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000177,Request bench installation at Guadalupe/16th Street,Missing Benches,CapMetro,2024,Open,05/23/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000178,No shelter at Guadalupe/16th Street transit stop,Missing Shelter,CapMetro,2024,Open,10/01/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000179,Transit stop Guadalupe/16th Street needs shelter for rider protection,Missing Shelter,CapMetro,2024,Open,06/28/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000180,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2026,Open,01/21/2026 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000181,Missing seating at Guadalupe/16th Street transit stop,Missing Benches,CapMetro,2025,Open,05/25/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000182,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,10/13/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000183,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Open,03/26/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000184,No benches at Guadalupe/16th Street bus stop,Missing Benches,CapMetro,2023,Closed,10/10/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000185,Request shelter installation at Guadalupe/16th Street,Missing Shelter,CapMetro,2023,Open,06/05/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000186,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Open,02/07/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000187,No benches at Guadalupe/16th Street bus stop,Missing Benches,CapMetro,2023,Open,07/05/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000188,No benches at Guadalupe/16th Street bus stop,Missing Benches,CapMetro,2025,Open,07/17/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000189,Transit stop Guadalupe/16th Street needs better lighting,Safety (Lighting),City of Austin,2024,Open,04/12/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000190,No shelter at Guadalupe/16th Street transit stop,Missing Shelter,CapMetro,2025,Open,08/26/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000191,Request shelter installation at Guadalupe/16th Street,Missing Shelter,CapMetro,2023,Open,06/17/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000192,No shelter at Guadalupe/16th Street transit stop,Missing Shelter,CapMetro,2024,Open,09/08/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000193,Missing seating at Guadalupe/16th Street transit stop,Missing Benches,CapMetro,2023,Open,03/01/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000194,No benches at Guadalupe/16th Street bus stop,Missing Benches,CapMetro,2024,Open,07/18/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000195,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Open,10/05/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000196,No weather protection at Guadalupe/16th Street transit stop,Missing Shelter,CapMetro,2023,Open,06/19/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000197,No shelter at Guadalupe/16th Street transit stop,Missing Shelter,CapMetro,2024,Open,09/19/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000198,Riders getting wet at Guadalupe/16th Street during rain,Weather Exposure,CapMetro,2023,Closed,02/15/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000199,Transit stop Guadalupe/16th Street needs better lighting,Safety (Lighting),City of Austin,2025,Open,02/06/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000200,Request shelter installation at Guadalupe/16th Street,Missing Shelter,CapMetro,2024,Open,03/16/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000201,Feeling unsafe waiting at Guadalupe/16th Street,Safety Concerns,City of Austin / CapMetro,2025,Open,10/06/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000202,No shelter at Guadalupe/16th Street transit stop,Missing Shelter,CapMetro,2024,Closed,08/05/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000203,No benches at Guadalupe/16th Street bus stop,Missing Benches,CapMetro,2025,Open,05/13/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000204,Request shelter installation at Guadalupe/16th Street,Missing Shelter,CapMetro,2026,Open,03/13/2026 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000205,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2025,Closed,09/04/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000206,Request safety improvements at Guadalupe/16th Street stop,Safety Concerns,City of Austin / CapMetro,2024,Open,09/04/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000207,No shelter at Guadalupe/16th Street transit stop,Missing Shelter,CapMetro,2023,Open,12/17/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000208,Transit stop Guadalupe/16th Street needs shelter for rider protection,Missing Shelter,CapMetro,2024,Open,12/09/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000209,No weather protection at Guadalupe/16th Street transit stop,Missing Shelter,CapMetro,2026,Open,01/18/2026 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000210,No shelter at Guadalupe/16th Street transit stop,Missing Shelter,CapMetro,2025,Open,06/18/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000211,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,01/19/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000212,Transit stop Guadalupe/16th Street needs shelter for rider protection,Missing Shelter,CapMetro,2024,Open,02/07/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000213,Missing seating at Guadalupe/16th Street transit stop,Missing Benches,CapMetro,2025,Open,11/02/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000214,No shelter at Guadalupe/16th Street transit stop,Missing Shelter,CapMetro,2025,Open,11/01/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000215,Riders have nowhere to sit at Guadalupe/16th Street,Sidewalk/ADA,City of Austin,2025,Open,02/11/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000216,No shelter at Guadalupe/16th Street transit stop,Missing Shelter,CapMetro,2024,Closed,04/27/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000217,Missing seating at Guadalupe/16th Street transit stop,Missing Benches,CapMetro,2024,Open,03/03/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000218,Bus stop Guadalupe/16th Street exposed to extreme heat/sun,Weather Exposure,CapMetro,2024,Open,05/15/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000219,Request bench installation at Guadalupe/16th Street,Missing Benches,CapMetro,2024,Open,04/03/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000220,Missing seating at Guadalupe/16th Street transit stop,Missing Benches,CapMetro,2023,Open,11/14/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000221,Riders getting wet at Guadalupe/16th Street during rain,Weather Exposure,CapMetro,2023,Open,02/19/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000222,Bus stop Guadalupe/16th Street exposed to extreme heat/sun,Weather Exposure,CapMetro,2025,Closed,02/01/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000223,No benches at Guadalupe/16th Street bus stop,Missing Benches,CapMetro,2023,Closed,05/31/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000224,Transit stop Guadalupe/16th Street needs shelter for rider protection,Missing Shelter,CapMetro,2025,Open,03/27/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000225,Transit stop Guadalupe/16th Street needs shelter for rider protection,Missing Shelter,CapMetro,2026,Open,02/05/2026 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000226,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Closed,12/18/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000227,Feeling unsafe waiting at Guadalupe/16th Street,Safety Concerns,City of Austin / CapMetro,2025,Open,02/08/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000228,Riders have nowhere to sit at Guadalupe/16th Street,Sidewalk/ADA,City of Austin,2024,Open,02/06/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000229,No benches at Guadalupe/16th Street bus stop,Missing Benches,CapMetro,2026,Open,01/28/2026 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000230,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Open,06/17/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000231,Request bench installation at Guadalupe/16th Street,Missing Benches,CapMetro,2024,Open,09/18/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000232,Transit stop Guadalupe/16th Street needs better lighting,Safety (Lighting),City of Austin,2025,Open,01/14/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000233,Transit stop Guadalupe/16th Street needs shelter for rider protection,Missing Shelter,CapMetro,2024,Open,08/11/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000234,No benches at Guadalupe/16th Street bus stop,Missing Benches,CapMetro,2025,Open,05/31/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000235,Missing seating at Guadalupe/16th Street transit stop,Missing Benches,CapMetro,2024,Open,07/07/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000236,Request shelter installation at Guadalupe/16th Street,Missing Shelter,CapMetro,2023,Open,07/03/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000237,No shelter at Guadalupe/16th Street transit stop,Missing Shelter,CapMetro,2025,Open,12/01/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000238,Transit stop Guadalupe/16th Street needs shelter for rider protection,Missing Shelter,CapMetro,2025,Open,08/02/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000239,Feeling unsafe waiting at Guadalupe/16th Street,Safety Concerns,City of Austin / CapMetro,2024,Open,11/14/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000240,Request safety improvements at Guadalupe/16th Street stop,Safety Concerns,City of Austin / CapMetro,2023,Open,07/22/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000241,Riders have nowhere to sit at Guadalupe/16th Street,Sidewalk/ADA,City of Austin,2026,Open,03/29/2026 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000242,Transit stop Guadalupe/16th Street needs shelter for rider protection,Missing Shelter,CapMetro,2023,Open,07/30/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000243,Transit stop Guadalupe/16th Street needs weather shelter,Missing Shelter,CapMetro,2025,Open,03/05/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000244,Transit stop Guadalupe/16th Street needs better lighting,Safety (Lighting),City of Austin,2025,Closed,01/03/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000245,No shelter at Guadalupe/16th Street transit stop,Missing Shelter,CapMetro,2026,Open,02/23/2026 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000246,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Closed,11/01/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000247,Request safety improvements at Guadalupe/16th Street stop,Safety Concerns,City of Austin / CapMetro,2025,Open,08/28/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000248,No benches at Guadalupe/16th Street bus stop,Missing Benches,CapMetro,2025,Open,04/07/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000249,Request bench installation at Guadalupe/16th Street,Missing Benches,CapMetro,2024,Closed,11/18/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000250,Missing seating at Guadalupe/16th Street transit stop,Missing Benches,CapMetro,2024,Open,11/11/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000251,Missing seating at Guadalupe/16th Street transit stop,Missing Benches,CapMetro,2024,Open,09/13/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000252,Transit stop Guadalupe/16th Street needs weather shelter,Missing Shelter,CapMetro,2025,Open,03/30/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000253,Request shelter installation at Guadalupe/16th Street,Missing Shelter,CapMetro,2025,Open,01/07/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000254,Request bench installation at Guadalupe/16th Street,Missing Benches,CapMetro,2026,Open,01/18/2026 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000255,No shelter at Guadalupe/16th Street transit stop,Missing Shelter,CapMetro,2026,Closed,01/27/2026 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000256,Request bench installation at Guadalupe/16th Street,Missing Benches,CapMetro,2023,Closed,12/13/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000257,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2025,Open,07/08/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000258,No shelter at Guadalupe/16th Street transit stop,Missing Shelter,CapMetro,2023,Open,03/21/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000259,No shelter at Guadalupe/16th Street transit stop,Missing Shelter,CapMetro,2024,Open,10/29/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000260,Transit stop Guadalupe/16th Street needs shelter for rider protection,Missing Shelter,CapMetro,2024,Closed,01/05/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000261,No shelter at Guadalupe/16th Street transit stop,Missing Shelter,CapMetro,2023,Open,10/06/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000262,Request bench installation at Guadalupe/16th Street,Missing Benches,CapMetro,2024,Open,04/12/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000263,No shelter at Guadalupe/16th Street transit stop,Missing Shelter,CapMetro,2025,Closed,09/21/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000264,Transit stop Guadalupe/16th Street needs shelter for rider protection,Missing Shelter,CapMetro,2023,Open,10/02/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000265,Request shelter installation at Guadalupe/16th Street,Missing Shelter,CapMetro,2024,Open,08/14/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000266,Transit stop Guadalupe/16th Street needs weather shelter,Missing Shelter,CapMetro,2024,Open,09/27/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000267,Transit stop Guadalupe/16th Street needs weather shelter,Missing Shelter,CapMetro,2025,Open,06/18/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000268,Request bench installation at Guadalupe/16th Street,Missing Benches,CapMetro,2025,Open,11/25/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000269,Safety concerns at Guadalupe/16th Street bus stop after dark,Safety (Lighting),City of Austin,2026,Open,03/21/2026 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000270,Transit stop Guadalupe/16th Street needs shelter for rider protection,Missing Shelter,CapMetro,2025,Open,09/07/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000271,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Open,04/16/2024 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000272,Transit stop Guadalupe/16th Street needs better lighting,Safety (Lighting),City of Austin,2023,Open,02/22/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000273,Transit stop Guadalupe/16th Street needs weather shelter,Missing Shelter,CapMetro,2025,Open,09/18/2025 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000274,Bus stop at Guadalupe/16th Street missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Closed,04/08/2023 12:00:00 AM
2,Guadalupe/16th Street,138,SR23000275,No benches at Guadalupe/16th Street bus stop,Missing Benches,CapMetro,2024,Open,08/16/2024 12:00:00 AM
